Date;Year;Month;Day;Weekday;Name;Type;Details
03/04/2015;2015;4;3;Friday;Good Friday;State holiday;CT, DE, HI, IN, KY, LA, NC, ND, NJ, TN, TX***
04/04/2015;2015;4;4;Saturday;Holy Saturday;Christian; 
04/04/2015;2015;4;4;Saturday;Passover (first day);Jewish holiday; 
05/04/2015;2015;4;5;Sunday;Easter Sunday;Observance, Christian; 
06/04/2015;2015;4;6;Monday;Easter Monday;Observance, Christian; 
06/04/2015;2015;4;6;Monday;National Tartan Day;Observance; 
10/04/2015;2015;4;10;Friday;Orthodox Good Friday;Orthodox; 
11/04/2015;2015;4;11;Saturday;Last Day of Passover;Jewish holiday; 
11/04/2015;2015;4;11;Saturday;Orthodox Holy Saturday;Orthodox; 
12/04/2015;2015;4;12;Sunday;Orthodox Easter;Orthodox; 
13/04/2015;2015;4;13;Monday;Orthodox Easter Monday;Orthodox; 
13/04/2015;2015;4;13;Monday;Thomas Jefferson's Birthday;Observance; 
14/04/2015;2015;4;14;Tuesday;National Library Workers' Day;Observance; 
15/04/2015;2015;4;15;Wednesday;Yom HaShoah;Jewish commemoration; 
15/04/2015;2015;4;15;Wednesday;Tax Day;Observance; 
15/04/2015;2015;4;15;Wednesday;Father Damien Day;Local observance;Hawaii
16/04/2015;2015;4;16;Thursday;Emancipation Day;State holiday;DC
20/04/2015;2015;4;20;Monday;Patriot's Day;State holiday;Maine, Massachusetts
20/04/2015;2015;4;20;Monday;Boston Marathon;Sporting event; 
21/04/2015;2015;4;21;Tuesday;San Jacinto Day;State holiday;Texas
22/04/2015;2015;4;22;Wednesday;Oklahoma Day;Local observance;Oklahoma
22/04/2015;2015;4;22;Wednesday;Administrative Professionals Day;Observance; 
23/04/2015;2015;4;23;Thursday;Yom Ha'atzmaut;Jewish holiday; 
23/04/2015;2015;4;23;Thursday;Take our Daughters and Sons to Work Day;Observance; 
24/04/2015;2015;4;24;Friday;Arbor Day;State holiday;Nebraska
26/04/2015;2015;4;26;Sunday;Confederate Heroes' Day;Local observance;Florida
27/04/2015;2015;4;27;Monday;Confederate Memorial Day;State holiday;Mississippi
27/04/2015;2015;4;27;Monday;Confederate Memorial Day;State holiday;Alabama
27/04/2015;2015;4;27;Monday;Confederate Heroes' Day;State holiday;Georgia
27/04/2015;2015;4;27;Monday;Confederate Heroes' Day observed;Local observance;Florida
01/05/2015;2015;5;1;Friday;Kentucky Oaks;Sporting event; 
01/05/2015;2015;5;1;Friday;Law Day;Observance; 
01/05/2015;2015;5;1;Friday;Loyalty Day;Observance; 
01/05/2015;2015;5;1;Friday;Lei Day;Local observance;Hawaii
02/05/2015;2015;5;2;Saturday;Kentucky Derby;Sporting event; 
02/05/2015;2015;5;2;Saturday;National Explosive Ordnance Disposal (EOD) Day;Observance; 
04/05/2015;2015;5;4;Monday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2015;2015;5;4;Monday;Rhode Island Independence Day;Local observance;Rhode Island
05/05/2015;2015;5;5;Tuesday;Cinco de Mayo;Observance; 
05/05/2015;2015;5;5;Tuesday;Primary Election Day;State holiday;Indiana
06/05/2015;2015;5;6;Wednesday;National Nurses Day;Observance; 
07/05/2015;2015;5;7;Thursday;Lag BaOmer;Jewish holiday; 
07/05/2015;2015;5;7;Thursday;National Day of Prayer;Observance; 
08/05/2015;2015;5;8;Friday;Truman Day;State holiday;Missouri
08/05/2015;2015;5;8;Friday;Victory in Europe Day;Observance; 
08/05/2015;2015;5;8;Friday;Military Spouse Appreciation Day;Observance; 
10/05/2015;2015;5;10;Sunday;Mother's Day;Observance; 
10/05/2015;2015;5;10;Sunday;Confederate Memorial Day;Local observance;North Carolina
10/05/2015;2015;5;10;Sunday;Confederate Memorial Day;State holiday;South Carolina
11/05/2015;2015;5;11;Monday;Confederate Memorial Day observed;State holiday;South Carolina
14/05/2015;2015;5;14;Thursday;Ascension Day;Christian; 
15/05/2015;2015;5;15;Friday;Peace Officers Memorial Day;Observance; 
15/05/2015;2015;5;15;Friday;National Defense Transportation Day;Observance; 
16/05/2015;2015;5;16;Saturday;Isra and Mi'raj;Muslim; 
16/05/2015;2015;5;16;Saturday;Armed Forces Day;Observance; 
16/05/2015;2015;5;16;Saturday;Preakness Stakes;Sporting event; 
20/05/2015;2015;5;20;Wednesday;Emergency Medical Services for Children Day;Observance; 
22/05/2015;2015;5;22;Friday;National Maritime Day;Observance; 
22/05/2015;2015;5;22;Friday;Harvey Milk Day;Local observance;California
24/05/2015;2015;5;24;Sunday;Pentecost;Christian; 
24/05/2015;2015;5;24;Sunday;Shavuot;Jewish holiday; 
25/05/2015;2015;5;25;Monday;Whit Monday;Christian; 
25/05/2015;2015;5;25;Monday;Memorial Day;Federal Holiday; 
25/05/2015;2015;5;25;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
25/05/2015;2015;5;25;Monday;National Missing Children's Day;Observance; 
31/05/2015;2015;5;31;Sunday;Trinity Sunday;Christian; 
01/06/2015;2015;6;1;Monday;Statehood Day;Local observance;Kentucky, Tennessee
01/06/2015;2015;6;1;Monday;Jefferson Davis' Birthday;State holiday;Alabama
03/06/2015;2015;6;3;Wednesday;Jefferson Davis' Birthday;Local observance;Florida
04/06/2015;2015;6;4;Thursday;Corpus Christi;Christian; 
06/06/2015;2015;6;6;Saturday;D-Day;Observance; 
06/06/2015;2015;6;6;Saturday;Belmont Stakes;Sporting event; 
11/06/2015;2015;6;11;Thursday;Kamehameha Day;State holiday;Hawaii
14/06/2015;2015;6;14;Sunday;Army Birthday;Observance; 
14/06/2015;2015;6;14;Sunday;Flag Day;Observance; 
14/06/2015;2015;6;14;Sunday;Bunker Hill Day;Local observance;Massachusetts
18/06/2015;2015;6;18;Thursday;Ramadan Starts;Muslim; 
19/06/2015;2015;6;19;Friday;Juneteenth;Local observance;All except HI, MT, ND, NH, SD, TX, UT
19/06/2015;2015;6;19;Friday;Emancipation Day;State holiday;Texas
20/06/2015;2015;6;20;Saturday;West Virginia Day;State holiday;West Virginia
20/06/2015;2015;6;20;Saturday;American Eagle Day;Observance; 
21/06/2015;2015;6;21;Sunday;June Solstice;Season; 
21/06/2015;2015;6;21;Sunday;Father's Day;Observance; 
03/07/2015;2015;7;3;Friday;Independence Day observed;Federal Holiday; 
04/07/2015;2015;7;4;Saturday;Independence Day;Federal Holiday; 
13/07/2015;2015;7;13;Monday;Lailat al-Qadr;Muslim; 
13/07/2015;2015;7;13;Monday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2015;2015;7;14;Tuesday;Bastille Day;Observance; 
18/07/2015;2015;7;18;Saturday;Eid al-Fitr;Muslim; 
24/07/2015;2015;7;24;Friday;Pioneer Day;State holiday;Utah
26/07/2015;2015;7;26;Sunday;Tisha B'Av;Jewish holiday; 
26/07/2015;2015;7;26;Sunday;Parents' Day;Observance; 
27/07/2015;2015;7;27;Monday;National Korean War Veterans Armistice Day;Observance; 
01/08/2015;2015;8;1;Saturday;Colorado Day;Local observance;Colorado
04/08/2015;2015;8;4;Tuesday;Coast Guard Birthday;Observance; 
07/08/2015;2015;8;7;Friday;Purple Heart Day;Observance; 
10/08/2015;2015;8;10;Monday;Victory Day;State holiday;Rhode Island
15/08/2015;2015;8;15;Saturday;Assumption of Mary;Christian; 
16/08/2015;2015;8;16;Sunday;Bennington Battle Day;State holiday;Vermont
17/08/2015;2015;8;17;Monday;Bennington Battle Day observed;State holiday;Vermont
19/08/2015;2015;8;19;Wednesday;National Aviation Day;Observance; 
21/08/2015;2015;8;21;Friday;Hawaii Statehood Day;State holiday;Hawaii
21/08/2015;2015;8;21;Friday;Senior Citizens Day;Observance; 
26/08/2015;2015;8;26;Wednesday;Women's Equality Day;Observance; 
27/08/2015;2015;8;27;Thursday;Lyndon Baines Johnson Day;State holiday;Texas
29/08/2015;2015;8;29;Saturday;Raksha Bandhan;Hindu Holiday; 
04/09/2015;2015;9;4;Friday;Janmashtami;Hindu Holiday; 
07/09/2015;2015;9;7;Monday;Labor Day;Federal Holiday; 
09/09/2015;2015;9;9;Wednesday;California Admission Day;Local observance;California
11/09/2015;2015;9;11;Friday;Patriot Day;Observance; 
12/09/2015;2015;9;12;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
13/09/2015;2015;9;13;Sunday;National Grandparents Day;Observance; 
14/09/2015;2015;9;14;Monday;Rosh Hashana;State holiday;Texas***
14/09/2015;2015;9;14;Monday;Rosh Hashana;Jewish holiday; 
16/09/2015;2015;9;16;Wednesday;Ganesh Chaturthi;Hindu Holiday; 
17/09/2015;2015;9;17;Thursday;Constitution Day and Citizenship Day;Observance; 
18/09/2015;2015;9;18;Friday;Air Force Birthday;Observance; 
18/09/2015;2015;9;18;Friday;National POW/MIA Recognition Day;Observance; 
22/09/2015;2015;9;22;Tuesday;Emancipation Day;Local observance;Ohio
23/09/2015;2015;9;23;Wednesday;September Equinox;Season; 
23/09/2015;2015;9;23;Wednesday;Yom Kippur;Jewish holiday; 
23/09/2015;2015;9;23;Wednesday;Yom Kippur;State holiday;Texas***
24/09/2015;2015;9;24;Thursday;Eid al-Adha;Muslim; 
25/09/2015;2015;9;25;Friday;Native American Day;Local observance;California
27/09/2015;2015;9;27;Sunday;Gold Star Mother's Day;Observance; 
28/09/2015;2015;9;28;Monday;First Day of Sukkot;Jewish holiday; 
04/10/2015;2015;10;4;Sunday;Feast of St Francis of Assisi;Christian; 
04/10/2015;2015;10;4;Sunday;Last Day of Sukkot;Jewish holiday; 
05/10/2015;2015;10;5;Monday;Shmini Atzeret;Jewish holiday; 
05/10/2015;2015;10;5;Monday;Child Health Day;Observance; 
06/10/2015;2015;10;6;Tuesday;Simchat Torah;Jewish holiday; 
09/10/2015;2015;10;9;Friday;Leif Erikson Day;Observance; 
11/10/2015;2015;10;11;Sunday;Chicago Marathon;Sporting event; 
12/10/2015;2015;10;12;Monday;Columbus Day;Local observance;Florida, Vermont
12/10/2015;2015;10;12;Monday;Columbus Day;Federal Holiday;All except AK, AR, CA, DE, FL, HI, MI, MN, ND, NM, NV, OR, SD, TX, VT, WA, WY
12/10/2015;2015;10;12;Monday;Native Americans' Day;Local observance;South Dakota
12/10/2015;2015;10;12;Monday;Indigenous People's Day;Local observance;AK, CA**, MN**, NM, VT, WA**
13/10/2015;2015;10;13;Tuesday;Navratri;Hindu Holiday; 
13/10/2015;2015;10;13;Tuesday;Navy Birthday;Observance; 
15/10/2015;2015;10;15;Thursday;Muharram;Muslim; 
15/10/2015;2015;10;15;Thursday;White Cane Safety Day;Observance; 
16/10/2015;2015;10;16;Friday;Boss's Day;Observance; 
17/10/2015;2015;10;17;Saturday;Sweetest Day;Observance;13 states
18/10/2015;2015;10;18;Sunday;Alaska Day;State holiday;Alaska
19/10/2015;2015;10;19;Monday;Alaska Day observed;State holiday;Alaska
22/10/2015;2015;10;22;Thursday;Dussehra;Hindu Holiday; 
30/10/2015;2015;10;30;Friday;Nevada Day;State holiday;Nevada
31/10/2015;2015;10;31;Saturday;Halloween;Observance; 
01/11/2015;2015;11;1;Sunday;All Saints' Day;Christian; 
01/11/2015;2015;11;1;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
01/11/2015;2015;11;1;Sunday;New York City Marathon;Sporting event; 
02/11/2015;2015;11;2;Monday;All Souls' Day;Christian; 
03/11/2015;2015;11;3;Tuesday;Election Day;Observance; 
03/11/2015;2015;11;3;Tuesday;Election Day;State holiday;Indiana, New York
10/11/2015;2015;11;10;Tuesday;Marine Corps Birthday;Observance; 
10/11/2015;2015;11;10;Tuesday;Diwali/Deepavali;Observance, Hinduism; 
11/11/2015;2015;11;11;Wednesday;Veterans Day;Federal Holiday; 
26/11/2015;2015;11;26;Thursday;Thanksgiving Day;Federal Holiday; 
27/11/2015;2015;11;27;Friday;Robert E. Lee's Birthday;State holiday;Georgia
27/11/2015;2015;11;27;Friday;Presidents' Day;State holiday;New Mexico
27/11/2015;2015;11;27;Friday;Lincoln's Birthday/Lincoln's Day;State holiday;Indiana
27/11/2015;2015;11;27;Friday;Day After Thanksgiving;State holiday;20 states
27/11/2015;2015;11;27;Friday;Family Day;State holiday;Nevada
27/11/2015;2015;11;27;Friday;Acadian Day;State holiday;Louisiana
27/11/2015;2015;11;27;Friday;Black Friday;Observance; 
27/11/2015;2015;11;27;Friday;American Indian Heritage Day;State holiday;Maryland
29/11/2015;2015;11;29;Sunday;First Sunday of Advent;Christian; 
30/11/2015;2015;11;30;Monday;Cyber Monday;Observance; 
01/12/2015;2015;12;1;Tuesday;Rosa Parks Day;Local observance;Ohio, Oregon
06/12/2015;2015;12;6;Sunday;St Nicholas Day;Observance; 
07/12/2015;2015;12;7;Monday;Chanukah/Hanukkah (first day);Jewish holiday; 
07/12/2015;2015;12;7;Monday;Pearl Harbor Remembrance Day;Observance; 
08/12/2015;2015;12;8;Tuesday;Feast of the Immaculate Conception;Christian; 
12/12/2015;2015;12;12;Saturday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2015;2015;12;13;Sunday;National Guard Birthday;Observance; 
14/12/2015;2015;12;14;Monday;Last Day of Chanukah;Jewish holiday; 
15/12/2015;2015;12;15;Tuesday;Bill of Rights Day;Observance; 
17/12/2015;2015;12;17;Thursday;Pan American Aviation Day;Observance; 
17/12/2015;2015;12;17;Thursday;Wright Brothers Day;Observance; 
21/12/2015;2015;12;21;Monday;December Solstice;Season; 
24/12/2015;2015;12;24;Thursday;The Prophet's Birthday;Muslim; 
24/12/2015;2015;12;24;Thursday;Christmas Eve;State holiday;KS**, KY, MI, NC, ND, OK, SC, TX, VA**, WI
24/12/2015;2015;12;24;Thursday;Christmas Eve;Observance, Christian; 
24/12/2015;2015;12;24;Thursday;Washington's Birthday;State holiday;Georgia, Indiana
25/12/2015;2015;12;25;Friday;Christmas Day;Federal Holiday; 
26/12/2015;2015;12;26;Saturday;Kwanzaa (first day);Observance; 
26/12/2015;2015;12;26;Saturday;Day After Christmas Day;State holiday;KS, KY, NC, SC, TX
26/12/2015;2015;12;26;Saturday;Day After Christmas Day;Observance; 
31/12/2015;2015;12;31;Thursday;New Year's Eve;State holiday;LA, MI, WI
31/12/2015;2015;12;31;Thursday;New Year's Eve;Observance; 
