Date;Year;Month;Day;Weekday;Name;Type;Details
19/05/2012;2012;5;19;Saturday;Preakness Stakes;Sporting event; 
22/05/2012;2012;5;22;Tuesday;National Maritime Day;Observance; 
22/05/2012;2012;5;22;Tuesday;Harvey Milk Day;Local observance;California
23/05/2012;2012;5;23;Wednesday;Emergency Medical Services for Children Day;Observance; 
25/05/2012;2012;5;25;Friday;National Missing Children's Day;Observance; 
27/05/2012;2012;5;27;Sunday;Pentecost;Christian; 
27/05/2012;2012;5;27;Sunday;Shavuot;Jewish holiday; 
28/05/2012;2012;5;28;Monday;Whit Monday;Christian; 
28/05/2012;2012;5;28;Monday;Memorial Day;Federal Holiday; 
28/05/2012;2012;5;28;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
01/06/2012;2012;6;1;Friday;Statehood Day;Local observance;Kentucky, Tennessee
03/06/2012;2012;6;3;Sunday;Trinity Sunday;Christian; 
03/06/2012;2012;6;3;Sunday;Jefferson Davis' Birthday;Local observance;Florida
04/06/2012;2012;6;4;Monday;Jefferson Davis' Birthday;State holiday;Alabama
06/06/2012;2012;6;6;Wednesday;D-Day;Observance; 
07/06/2012;2012;6;7;Thursday;Corpus Christi;Christian; 
09/06/2012;2012;6;9;Saturday;Belmont Stakes;Sporting event; 
11/06/2012;2012;6;11;Monday;Kamehameha Day;State holiday;Hawaii
14/06/2012;2012;6;14;Thursday;Army Birthday;Observance; 
14/06/2012;2012;6;14;Thursday;Flag Day;Observance; 
17/06/2012;2012;6;17;Sunday;Isra and Mi'raj;Muslim; 
17/06/2012;2012;6;17;Sunday;Father's Day;Observance; 
17/06/2012;2012;6;17;Sunday;Bunker Hill Day;Local observance;Massachusetts
19/06/2012;2012;6;19;Tuesday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
19/06/2012;2012;6;19;Tuesday;Emancipation Day;State holiday;Texas
20/06/2012;2012;6;20;Wednesday;June Solstice;Season; 
20/06/2012;2012;6;20;Wednesday;West Virginia Day;State holiday;West Virginia
20/06/2012;2012;6;20;Wednesday;American Eagle Day;Observance; 
04/07/2012;2012;7;4;Wednesday;Independence Day;Federal Holiday; 
13/07/2012;2012;7;13;Friday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2012;2012;7;14;Saturday;Bastille Day;Observance; 
20/07/2012;2012;7;20;Friday;Ramadan Starts;Muslim; 
22/07/2012;2012;7;22;Sunday;Parents' Day;Observance; 
24/07/2012;2012;7;24;Tuesday;Pioneer Day;State holiday;Utah
27/07/2012;2012;7;27;Friday;National Korean War Veterans Armistice Day;Observance; 
29/07/2012;2012;7;29;Sunday;Tisha B'Av;Jewish holiday; 
01/08/2012;2012;8;1;Wednesday;Raksha Bandhan;Hindu Holiday; 
01/08/2012;2012;8;1;Wednesday;Colorado Day;Local observance;Colorado
04/08/2012;2012;8;4;Saturday;Coast Guard Birthday;Observance; 
07/08/2012;2012;8;7;Tuesday;Purple Heart Day;Observance; 
09/08/2012;2012;8;9;Thursday;Janmashtami;Hindu Holiday; 
13/08/2012;2012;8;13;Monday;Victory Day;State holiday;Rhode Island
14/08/2012;2012;8;14;Tuesday;Lailat al-Qadr;Muslim; 
15/08/2012;2012;8;15;Wednesday;Assumption of Mary;Christian; 
16/08/2012;2012;8;16;Thursday;Bennington Battle Day;State holiday;Vermont
17/08/2012;2012;8;17;Friday;Hawaii Statehood Day;State holiday;Hawaii
19/08/2012;2012;8;19;Sunday;Eid al-Fitr;Muslim; 
19/08/2012;2012;8;19;Sunday;National Aviation Day;Observance; 
21/08/2012;2012;8;21;Tuesday;Senior Citizens Day;Observance; 
26/08/2012;2012;8;26;Sunday;Women's Equality Day;Observance; 
27/08/2012;2012;8;27;Monday;Lyndon Baines Johnson Day;State holiday;Texas
03/09/2012;2012;9;3;Monday;Labor Day;Federal Holiday; 
08/09/2012;2012;9;8;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
09/09/2012;2012;9;9;Sunday;National Grandparents Day;Observance; 
09/09/2012;2012;9;9;Sunday;California Admission Day;Local observance;California
11/09/2012;2012;9;11;Tuesday;Patriot Day;Observance; 
17/09/2012;2012;9;17;Monday;Constitution Day and Citizenship Day;Observance; 
17/09/2012;2012;9;17;Monday;Rosh Hashana;State holiday;Texas***
17/09/2012;2012;9;17;Monday;Rosh Hashana;Jewish holiday; 
18/09/2012;2012;9;18;Tuesday;Ganesh Chaturthi;Hindu Holiday; 
18/09/2012;2012;9;18;Tuesday;Air Force Birthday;Observance; 
21/09/2012;2012;9;21;Friday;National POW/MIA Recognition Day;Observance; 
22/09/2012;2012;9;22;Saturday;September Equinox;Season; 
22/09/2012;2012;9;22;Saturday;Emancipation Day;Local observance;Ohio
26/09/2012;2012;9;26;Wednesday;Yom Kippur;Jewish holiday; 
26/09/2012;2012;9;26;Wednesday;Yom Kippur;State holiday;Texas***
28/09/2012;2012;9;28;Friday;Native American Day;Local observance;California
30/09/2012;2012;9;30;Sunday;Gold Star Mother's Day;Observance; 
01/10/2012;2012;10;1;Monday;First Day of Sukkot;Jewish holiday; 
01/10/2012;2012;10;1;Monday;Child Health Day;Observance; 
04/10/2012;2012;10;4;Thursday;Feast of St Francis of Assisi;Christian; 
07/10/2012;2012;10;7;Sunday;Last Day of Sukkot;Jewish holiday; 
07/10/2012;2012;10;7;Sunday;Chicago Marathon;Sporting event; 
08/10/2012;2012;10;8;Monday;Shmini Atzeret;Jewish holiday; 
08/10/2012;2012;10;8;Monday;Columbus Day;Federal Holiday;All except AK, AR, CA, DE, FL, HI, MI, NV, OR, SD, TX, WA
08/10/2012;2012;10;8;Monday;Native Americans' Day;Local observance;South Dakota
08/10/2012;2012;10;8;Monday;Indigenous People's Day;Local observance;California*
09/10/2012;2012;10;9;Tuesday;Simchat Torah;Jewish holiday; 
09/10/2012;2012;10;9;Tuesday;Leif Erikson Day;Observance; 
13/10/2012;2012;10;13;Saturday;Navy Birthday;Observance; 
15/10/2012;2012;10;15;Monday;Navratri;Hindu Holiday; 
15/10/2012;2012;10;15;Monday;White Cane Safety Day;Observance; 
16/10/2012;2012;10;16;Tuesday;Boss's Day;Observance; 
18/10/2012;2012;10;18;Thursday;Alaska Day;State holiday;Alaska
20/10/2012;2012;10;20;Saturday;Sweetest Day;Observance;13 states
23/10/2012;2012;10;23;Tuesday;Dussehra;Hindu Holiday; 
26/10/2012;2012;10;26;Friday;Eid al-Adha;Muslim; 
26/10/2012;2012;10;26;Friday;Nevada Day;State holiday;Nevada
31/10/2012;2012;10;31;Wednesday;Halloween;Observance; 
01/11/2012;2012;11;1;Thursday;All Saints' Day;Christian; 
02/11/2012;2012;11;2;Friday;All Souls' Day;Christian; 
04/11/2012;2012;11;4;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
06/11/2012;2012;11;6;Tuesday;Election Day (General Election);Observance; 
06/11/2012;2012;11;6;Tuesday;Election Day;State holiday;12 states
08/11/2012;2012;11;8;Thursday;Return Day;State holiday;Delaware*
10/11/2012;2012;11;10;Saturday;Marine Corps Birthday;Observance; 
11/11/2012;2012;11;11;Sunday;Veterans Day;Federal Holiday; 
13/11/2012;2012;11;13;Tuesday;Diwali/Deepavali;Observance, Hinduism; 
15/11/2012;2012;11;15;Thursday;Muharram;Muslim; 
22/11/2012;2012;11;22;Thursday;Thanksgiving Day;Federal Holiday; 
23/11/2012;2012;11;23;Friday;Presidents' Day;State holiday;New Mexico
23/11/2012;2012;11;23;Friday;Lincoln's Birthday/Lincoln's Day;State holiday;Indiana
23/11/2012;2012;11;23;Friday;Day After Thanksgiving;State holiday;20 states
23/11/2012;2012;11;23;Friday;Family Day;State holiday;Nevada
23/11/2012;2012;11;23;Friday;Acadian Day;State holiday;Louisiana
23/11/2012;2012;11;23;Friday;Black Friday;Observance; 
23/11/2012;2012;11;23;Friday;American Indian Heritage Day;State holiday;Maryland
25/11/2012;2012;11;25;Sunday;Robert E. Lee's Birthday;State holiday;Georgia
26/11/2012;2012;11;26;Monday;Cyber Monday;Observance; 
01/12/2012;2012;12;1;Saturday;Rosa Parks Day;Local observance;Ohio
02/12/2012;2012;12;2;Sunday;First Sunday of Advent;Christian; 
06/12/2012;2012;12;6;Thursday;St Nicholas Day;Observance; 
07/12/2012;2012;12;7;Friday;Pearl Harbor Remembrance Day;Observance; 
08/12/2012;2012;12;8;Saturday;Feast of the Immaculate Conception;Christian; 
09/12/2012;2012;12;9;Sunday;Chanukah/Hanukkah (first day);Jewish holiday; 
12/12/2012;2012;12;12;Wednesday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2012;2012;12;13;Thursday;National Guard Birthday;Observance; 
15/12/2012;2012;12;15;Saturday;Bill of Rights Day;Observance; 
16/12/2012;2012;12;16;Sunday;Last Day of Chanukah;Jewish holiday; 
17/12/2012;2012;12;17;Monday;Pan American Aviation Day;Observance; 
17/12/2012;2012;12;17;Monday;Wright Brothers Day;Observance; 
21/12/2012;2012;12;21;Friday;December Solstice;Season; 
24/12/2012;2012;12;24;Monday;Christmas Eve;State holiday;OK, TX, WI
24/12/2012;2012;12;24;Monday;Christmas Eve;Observance, Christian; 
24/12/2012;2012;12;24;Monday;Washington's Birthday;State holiday;Georgia, Indiana
25/12/2012;2012;12;25;Tuesday;Christmas Day;Federal Holiday; 
26/12/2012;2012;12;26;Wednesday;Kwanzaa (first day);Observance; 
26/12/2012;2012;12;26;Wednesday;Day After Christmas Day;State holiday;Texas
31/12/2012;2012;12;31;Monday;New Year's Eve;Observance; 
31/12/2012;2012;12;31;Monday;New Year's Eve;State holiday;Wisconsin
