Date;Year;Month;Day;Weekday;Name;Type;Details
03/05/2019;2019;5;3;Friday;Kentucky Oaks;Sporting event; 
04/05/2019;2019;5;4;Saturday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2019;2019;5;4;Saturday;Kentucky Derby;Sporting event; 
04/05/2019;2019;5;4;Saturday;Rhode Island Independence Day;Local observance;Rhode Island
04/05/2019;2019;5;4;Saturday;National Explosive Ordnance Disposal (EOD) Day;Observance; 
05/05/2019;2019;5;5;Sunday;Cinco de Mayo;Observance; 
06/05/2019;2019;5;6;Monday;Ramadan Starts;Muslim; 
06/05/2019;2019;5;6;Monday;National Nurses Day;Observance; 
08/05/2019;2019;5;8;Wednesday;Truman Day;State holiday;Missouri
08/05/2019;2019;5;8;Wednesday;Victory in Europe Day;Observance; 
09/05/2019;2019;5;9;Thursday;Yom Ha'atzmaut;Jewish holiday; 
10/05/2019;2019;5;10;Friday;Confederate Memorial Day;State holiday;South Carolina
10/05/2019;2019;5;10;Friday;Confederate Memorial Day;Local observance;North Carolina
10/05/2019;2019;5;10;Friday;Military Spouse Appreciation Day;Observance; 
12/05/2019;2019;5;12;Sunday;Mother's Day;Observance; 
15/05/2019;2019;5;15;Wednesday;Peace Officers Memorial Day;Observance; 
17/05/2019;2019;5;17;Friday;National Defense Transportation Day;Observance; 
18/05/2019;2019;5;18;Saturday;Armed Forces Day;Observance; 
18/05/2019;2019;5;18;Saturday;Preakness Stakes;Sporting event; 
22/05/2019;2019;5;22;Wednesday;Emergency Medical Services for Children Day;Observance; 
22/05/2019;2019;5;22;Wednesday;National Maritime Day;Observance; 
22/05/2019;2019;5;22;Wednesday;Harvey Milk Day;Local observance;California
23/05/2019;2019;5;23;Thursday;Lag BaOmer;Jewish holiday; 
25/05/2019;2019;5;25;Saturday;National Missing Children's Day;Observance; 
27/05/2019;2019;5;27;Monday;Memorial Day;Federal Holiday; 
27/05/2019;2019;5;27;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
30/05/2019;2019;5;30;Thursday;Ascension Day;Christian; 
01/06/2019;2019;6;1;Saturday;Lailat al-Qadr;Muslim; 
01/06/2019;2019;6;1;Saturday;Statehood Day;Local observance;Kentucky, Tennessee
03/06/2019;2019;6;3;Monday;Jefferson Davis' Birthday;State holiday;Alabama
03/06/2019;2019;6;3;Monday;Jefferson Davis' Birthday;Local observance;Florida
04/06/2019;2019;6;4;Tuesday;Eid al-Fitr;Muslim; 
06/06/2019;2019;6;6;Thursday;D-Day;Observance; 
08/06/2019;2019;6;8;Saturday;Belmont Stakes;Sporting event; 
09/06/2019;2019;6;9;Sunday;Pentecost;Christian; 
09/06/2019;2019;6;9;Sunday;Shavuot;Jewish holiday; 
10/06/2019;2019;6;10;Monday;Whit Monday;Christian; 
11/06/2019;2019;6;11;Tuesday;Kamehameha Day;State holiday;Hawaii
14/06/2019;2019;6;14;Friday;Army Birthday;Observance; 
14/06/2019;2019;6;14;Friday;Flag Day;Observance; 
16/06/2019;2019;6;16;Sunday;Trinity Sunday;Christian; 
16/06/2019;2019;6;16;Sunday;Father's Day;Observance; 
16/06/2019;2019;6;16;Sunday;Bunker Hill Day;Local observance;Massachusetts
19/06/2019;2019;6;19;Wednesday;Emancipation Day;State holiday;Texas
19/06/2019;2019;6;19;Wednesday;Juneteenth;Local observance;All except HI, MT, ND, SD, TX
20/06/2019;2019;6;20;Thursday;West Virginia Day;State holiday;West Virginia
20/06/2019;2019;6;20;Thursday;American Eagle Day;Observance; 
21/06/2019;2019;6;21;Friday;June Solstice;Season; 
23/06/2019;2019;6;23;Sunday;Corpus Christi;Christian; 
04/07/2019;2019;7;4;Thursday;Independence Day;Federal Holiday; 
05/07/2019;2019;7;5;Friday;Independence Day Holiday;State Government Holiday;Maryland, West Virginia
13/07/2019;2019;7;13;Saturday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2019;2019;7;14;Sunday;Bastille Day;Observance; 
24/07/2019;2019;7;24;Wednesday;Pioneer Day;State holiday;Utah
27/07/2019;2019;7;27;Saturday;National Korean War Veterans Armistice Day;Observance; 
28/07/2019;2019;7;28;Sunday;Parents' Day;Observance; 
01/08/2019;2019;8;1;Thursday;Colorado Day;Local observance;Colorado
04/08/2019;2019;8;4;Sunday;Coast Guard Birthday;Observance; 
07/08/2019;2019;8;7;Wednesday;Purple Heart Day;Observance; 
11/08/2019;2019;8;11;Sunday;Tisha B'Av;Jewish holiday; 
11/08/2019;2019;8;11;Sunday;Eid al-Adha;Muslim; 
12/08/2019;2019;8;12;Monday;Victory Day;State holiday;Rhode Island
14/08/2019;2019;8;14;Wednesday;Raksha Bandhan;Hindu Holiday; 
15/08/2019;2019;8;15;Thursday;Assumption of Mary;Christian; 
16/08/2019;2019;8;16;Friday;Hawaii Statehood Day;State holiday;Hawaii
16/08/2019;2019;8;16;Friday;Bennington Battle Day;State holiday;Vermont
19/08/2019;2019;8;19;Monday;National Aviation Day;Observance; 
21/08/2019;2019;8;21;Wednesday;Senior Citizens Day;Observance; 
23/08/2019;2019;8;23;Friday;Janmashtami;Hindu Holiday; 
26/08/2019;2019;8;26;Monday;Women's Equality Day;Observance; 
27/08/2019;2019;8;27;Tuesday;Lyndon Baines Johnson Day;State holiday;Texas
31/08/2019;2019;8;31;Saturday;Muharram;Muslim; 
02/09/2019;2019;9;2;Monday;Ganesh Chaturthi;Hindu Holiday; 
02/09/2019;2019;9;2;Monday;Labor Day;Federal Holiday; 
07/09/2019;2019;9;7;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
08/09/2019;2019;9;8;Sunday;National Grandparents Day;Observance; 
09/09/2019;2019;9;9;Monday;California Admission Day;Local observance;California
11/09/2019;2019;9;11;Wednesday;Patriot Day;Observance; 
17/09/2019;2019;9;17;Tuesday;Constitution Day and Citizenship Day;Observance; 
18/09/2019;2019;9;18;Wednesday;Air Force Birthday;Observance; 
20/09/2019;2019;9;20;Friday;National POW/MIA Recognition Day;Observance; 
21/09/2019;2019;9;21;Saturday;National CleanUp Day;Observance; 
22/09/2019;2019;9;22;Sunday;Emancipation Day;Local observance;Ohio
23/09/2019;2019;9;23;Monday;September Equinox;Season; 
27/09/2019;2019;9;27;Friday;Native American Day;Local observance;California
29/09/2019;2019;9;29;Sunday;Navratri;Hindu Holiday; 
29/09/2019;2019;9;29;Sunday;Gold Star Mother's Day;Observance; 
30/09/2019;2019;9;30;Monday;Rosh Hashana;State holiday;Texas***
30/09/2019;2019;9;30;Monday;Rosh Hashana;Jewish holiday; 
04/10/2019;2019;10;4;Friday;Feast of St Francis of Assisi;Christian; 
07/10/2019;2019;10;7;Monday;Dussehra;Hindu Holiday; 
07/10/2019;2019;10;7;Monday;Child Health Day;Observance; 
09/10/2019;2019;10;9;Wednesday;Leif Erikson Day;Observance; 
09/10/2019;2019;10;9;Wednesday;Yom Kippur;State holiday;Texas***
09/10/2019;2019;10;9;Wednesday;Yom Kippur;Jewish holiday; 
13/10/2019;2019;10;13;Sunday;Navy Birthday;Observance; 
13/10/2019;2019;10;13;Sunday;Chicago Marathon;Sporting event; 
14/10/2019;2019;10;14;Monday;First Day of Sukkot;Jewish holiday; 
14/10/2019;2019;10;14;Monday;Columbus Day;Local observance;Florida
14/10/2019;2019;10;14;Monday;Columbus Day;Federal Holiday;All except AK, AR, CA, DE, FL, HI, MI, MN, ND, NM, NV, OR, SD, TX, VT, WA, WY
14/10/2019;2019;10;14;Monday;Native Americans' Day;Local observance;South Dakota
14/10/2019;2019;10;14;Monday;Indigenous People's Day;Local observance;AK, CA**, ID, ME, MN**, NM, VT, WA**, WI
15/10/2019;2019;10;15;Tuesday;White Cane Safety Day;Observance; 
16/10/2019;2019;10;16;Wednesday;Boss's Day;Observance; 
18/10/2019;2019;10;18;Friday;Alaska Day;State holiday;Alaska
19/10/2019;2019;10;19;Saturday;Sweetest Day;Observance;13 states
20/10/2019;2019;10;20;Sunday;Last Day of Sukkot;Jewish holiday; 
21/10/2019;2019;10;21;Monday;Shmini Atzeret;Jewish holiday; 
22/10/2019;2019;10;22;Tuesday;Simchat Torah;Jewish holiday; 
25/10/2019;2019;10;25;Friday;Nevada Day;State holiday;Nevada
27/10/2019;2019;10;27;Sunday;Diwali/Deepavali;Observance, Hinduism; 
31/10/2019;2019;10;31;Thursday;Halloween;Observance; 
01/11/2019;2019;11;1;Friday;All Saints' Day;Christian; 
02/11/2019;2019;11;2;Saturday;All Souls' Day;Christian; 
03/11/2019;2019;11;3;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
03/11/2019;2019;11;3;Sunday;New York City Marathon;Sporting event; 
05/11/2019;2019;11;5;Tuesday;Election Day;Observance; 
09/11/2019;2019;11;9;Saturday;The Prophet's Birthday;Muslim; 
10/11/2019;2019;11;10;Sunday;Marine Corps Birthday;Observance; 
11/11/2019;2019;11;11;Monday;Veterans Day;Federal Holiday; 
28/11/2019;2019;11;28;Thursday;Thanksgiving Day;Federal Holiday; 
29/11/2019;2019;11;29;Friday;State Holiday;State holiday;Georgia
29/11/2019;2019;11;29;Friday;Presidents' Day;State holiday;New Mexico
29/11/2019;2019;11;29;Friday;Lincoln's Birthday/Lincoln's Day;State holiday;Indiana
29/11/2019;2019;11;29;Friday;Day After Thanksgiving;State holiday;20 states
29/11/2019;2019;11;29;Friday;Family Day;State holiday;Nevada
29/11/2019;2019;11;29;Friday;Acadian Day;State holiday;Louisiana
29/11/2019;2019;11;29;Friday;Black Friday;Observance; 
29/11/2019;2019;11;29;Friday;American Indian Heritage Day;State holiday;Maryland
01/12/2019;2019;12;1;Sunday;First Sunday of Advent;Christian; 
01/12/2019;2019;12;1;Sunday;Rosa Parks Day;Local observance;Ohio, Oregon
02/12/2019;2019;12;2;Monday;Cyber Monday;Observance; 
06/12/2019;2019;12;6;Friday;St Nicholas Day;Observance; 
07/12/2019;2019;12;7;Saturday;Pearl Harbor Remembrance Day;Observance; 
08/12/2019;2019;12;8;Sunday;Feast of the Immaculate Conception;Christian; 
12/12/2019;2019;12;12;Thursday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2019;2019;12;13;Friday;National Guard Birthday;Observance; 
15/12/2019;2019;12;15;Sunday;Bill of Rights Day;Observance; 
17/12/2019;2019;12;17;Tuesday;Pan American Aviation Day;Observance; 
17/12/2019;2019;12;17;Tuesday;Wright Brothers Day;Observance; 
21/12/2019;2019;12;21;Saturday;December Solstice;Season; 
23/12/2019;2019;12;23;Monday;Chanukah/Hanukkah (first day);Jewish holiday; 
24/12/2019;2019;12;24;Tuesday;Christmas Eve;Federal Holiday; 
24/12/2019;2019;12;24;Tuesday;Christmas Eve;State holiday;KS**, KY, MI, NC, ND, OK, SC, TX, VA**, WI
24/12/2019;2019;12;24;Tuesday;Christmas Eve;Observance, Christian; 
24/12/2019;2019;12;24;Tuesday;Washington's Birthday;State holiday;Georgia, Indiana
25/12/2019;2019;12;25;Wednesday;Christmas Day;Federal Holiday; 
26/12/2019;2019;12;26;Thursday;Kwanzaa (first day);Observance; 
26/12/2019;2019;12;26;Thursday;Day After Christmas Day;State holiday;KS, NC, SC, TX
30/12/2019;2019;12;30;Monday;Last Day of Chanukah;Jewish holiday; 
31/12/2019;2019;12;31;Tuesday;New Year's Eve;State holiday;LA, MI, WI
31/12/2019;2019;12;31;Tuesday;New Year's Eve;Observance;
