Date;Year;Month;Day;Weekday;Holiday_name;Type;Details
2007-06-11;2007;6;11;Monday;Kamehameha Day;State holiday;Hawaii
2007-06-14;2007;6;14;Thursday;Army Birthday;Observance; 
2007-06-14;2007;6;14;Thursday;Flag Day;Observance; 
2007-06-17;2007;6;17;Sunday;Father's Day;Observance; 
2007-06-17;2007;6;17;Sunday;Bunker Hill Day;State holiday;Massachusetts
2007-06-19;2007;6;19;Tuesday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
2007-06-19;2007;6;19;Tuesday;Emancipation Day;State holiday;Texas
2007-06-20;2007;6;20;Wednesday;West Virginia Day;State holiday;West Virginia
2007-06-20;2007;6;20;Wednesday;American Eagle Day;Observance; 
2007-06-21;2007;6;21;Thursday;June Solstice;Season; 
2007-07-04;2007;7;4;Wednesday;Independence Day;Federal Holiday; 
2007-07-13;2007;7;13;Friday;Nathan Bedford Forrest Day;Local observance;Tennessee
2007-07-14;2007;7;14;Saturday;Bastille Day;Observance; 
2007-07-22;2007;7;22;Sunday;Parents' Day;Observance; 
2007-07-24;2007;7;24;Tuesday;Tisha B'Av;Jewish holiday; 
2007-07-24;2007;7;24;Tuesday;Pioneer Day;State holiday;Utah
2007-07-27;2007;7;27;Friday;National Korean War Veterans Armistice Day;Observance; 
2007-08-01;2007;8;1;Wednesday;Colorado Day;Local observance;Colorado
2007-08-04;2007;8;4;Saturday;Coast Guard Birthday;Observance; 
2007-08-07;2007;8;7;Tuesday;Purple Heart Day;Observance; 
2007-08-11;2007;8;11;Saturday;Isra and Mi'raj;Muslim; 
2007-08-13;2007;8;13;Monday;Victory Day;State holiday;Rhode Island
2007-08-15;2007;8;15;Wednesday;Assumption of Mary;Christian; 
2007-08-16;2007;8;16;Thursday;Bennington Battle Day;State holiday;Vermont
2007-08-17;2007;8;17;Friday;Hawaii Statehood Day;State holiday;Hawaii
2007-08-19;2007;8;19;Sunday;National Aviation Day;Observance; 
2007-08-21;2007;8;21;Tuesday;Senior Citizens Day;Observance; 
2007-08-26;2007;8;26;Sunday;Women's Equality Day;Observance; 
2007-08-27;2007;8;27;Monday;Lyndon Baines Johnson Day;State holiday;Texas
2007-09-03;2007;9;3;Monday;Labor Day;Federal Holiday; 
2007-09-08;2007;9;8;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
2007-09-09;2007;9;9;Sunday;National Grandparents Day;Observance; 
2007-09-09;2007;9;9;Sunday;California Admission Day;Local observance;California
2007-09-11;2007;9;11;Tuesday;Patriot Day;Observance; 
2007-09-13;2007;9;13;Thursday;Ramadan Starts;Muslim; 
2007-09-13;2007;9;13;Thursday;Rosh Hashana;Jewish holiday; 
2007-09-13;2007;9;13;Thursday;Rosh Hashana;State holiday;Texas***
2007-09-17;2007;9;17;Monday;Constitution Day and Citizenship Day;Observance; 
2007-09-18;2007;9;18;Tuesday;Air Force Birthday;Observance; 
2007-09-21;2007;9;21;Friday;National POW/MIA Recognition Day;Observance; 
2007-09-22;2007;9;22;Saturday;Emancipation Day;Local observance;Ohio
2007-09-22;2007;9;22;Saturday;Yom Kippur;Jewish holiday; 
2007-09-22;2007;9;22;Saturday;Yom Kippur;State holiday;Texas***
2007-09-23;2007;9;23;Sunday;September Equinox;Season; 
2007-09-27;2007;9;27;Thursday;First Day of Sukkot;Jewish holiday; 
2007-09-28;2007;9;28;Friday;Native American Day;Local observance;California
2007-09-30;2007;9;30;Sunday;Gold Star Mother's Day;Observance; 
2007-10-01;2007;10;1;Monday;Child Health Day;Observance; 
2007-10-03;2007;10;3;Wednesday;Last Day of Sukkot;Jewish holiday; 
2007-10-04;2007;10;4;Thursday;Feast of St Francis of Assisi;Christian; 
2007-10-04;2007;10;4;Thursday;Shmini Atzeret;Jewish holiday; 
2007-10-05;2007;10;5;Friday;Simchat Torah;Jewish holiday; 
2007-10-07;2007;10;7;Sunday;Chicago Marathon;Sporting event; 
2007-10-08;2007;10;8;Monday;Lailat al-Qadr;Muslim; 
2007-10-08;2007;10;8;Monday;Columbus Day;Federal Holiday;All except AK, AR, HI, MI, NV
2007-10-08;2007;10;8;Monday;Native Americans' Day;Local observance;South Dakota
2007-10-08;2007;10;8;Monday;Indigenous People's Day;Local observance;California*
2007-10-09;2007;10;9;Tuesday;Leif Erikson Day;Observance; 
2007-10-13;2007;10;13;Saturday;Eid al-Fitr;Muslim; 
2007-10-13;2007;10;13;Saturday;Navy Birthday;Observance; 
2007-10-15;2007;10;15;Monday;White Cane Safety Day;Observance; 
2007-10-16;2007;10;16;Tuesday;Boss's Day;Observance; 
2007-10-18;2007;10;18;Thursday;Alaska Day;State holiday;Alaska
2007-10-20;2007;10;20;Saturday;Sweetest Day;Observance;13 states
2007-10-26;2007;10;26;Friday;Nevada Day;State holiday;Nevada
2007-10-31;2007;10;31;Wednesday;Halloween;Observance; 
2007-11-01;2007;11;1;Thursday;All Saints' Day;Christian; 
2007-11-02;2007;11;2;Friday;All Souls' Day;Christian; 
2007-11-04;2007;11;4;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
2007-11-04;2007;11;4;Sunday;New York City Marathon;Sporting event; 
2007-11-06;2007;11;6;Tuesday;Election Day;Observance; 
2007-11-09;2007;11;9;Friday;Diwali/Deepavali;Observance, Hinduism; 
2007-11-10;2007;11;10;Saturday;Marine Corps Birthday;Observance; 
2007-11-11;2007;11;11;Sunday;Veterans Day;Federal Holiday; 
2007-11-22;2007;11;22;Thursday;Thanksgiving Day;Federal Holiday; 
2007-11-23;2007;11;23;Friday;Presidents' Day;State holiday;New Mexico
2007-11-23;2007;11;23;Friday;Day After Thanksgiving;State holiday;19 states
2007-11-23;2007;11;23;Friday;Family Day;State holiday;Nevada
2007-11-23;2007;11;23;Friday;Acadian Day;State holiday;Louisiana
2007-11-23;2007;11;23;Friday;Black Friday;Observance; 
2007-11-26;2007;11;26;Monday;Cyber Monday;Observance; 
2007-12-01;2007;12;1;Saturday;Rosa Parks Day;Local observance;Ohio
2007-12-02;2007;12;2;Sunday;First Sunday of Advent;Christian; 
2007-12-05;2007;12;5;Wednesday;Chanukah/Hanukkah (first day);Jewish holiday; 
2007-12-06;2007;12;6;Thursday;St Nicholas Day;Observance; 
2007-12-07;2007;12;7;Friday;Pearl Harbor Remembrance Day;Observance; 
2007-12-08;2007;12;8;Saturday;Feast of the Immaculate Conception;Christian; 
2007-12-12;2007;12;12;Wednesday;Last Day of Chanukah;Jewish holiday; 
2007-12-12;2007;12;12;Wednesday;Feast of Our Lady of Guadalupe;Christian; 
2007-12-13;2007;12;13;Thursday;National Guard Birthday;Observance; 
2007-12-15;2007;12;15;Saturday;Bill of Rights Day;Observance; 
2007-12-17;2007;12;17;Monday;Pan American Aviation Day;Observance; 
2007-12-17;2007;12;17;Monday;Wright Brothers Day;Observance; 
2007-12-20;2007;12;20;Thursday;Eid al-Adha;Muslim; 
2007-12-22;2007;12;22;Saturday;December Solstice;Season; 
2007-12-24;2007;12;24;Monday;Christmas Eve;State holiday;Texas
2007-12-24;2007;12;24;Monday;Christmas Eve;Observance, Christian; 
2007-12-25;2007;12;25;Tuesday;Christmas Day;Federal Holiday; 
2007-12-26;2007;12;26;Wednesday;Kwanzaa (first day);Observance; 
2007-12-26;2007;12;26;Wednesday;Day After Christmas Day;State holiday;Texas
2007-12-31;2007;12;31;Monday;New Year's Eve;Observance; 
